dataAtualizacao,dataPublicacaoPncp,cnpj,quantidade,valorTotal,anoPca,razaoSocial,poder,esfera,ano
2023-12-26T15:14:08,2023-12-26T15:14:08,89814693000160,113,428236326.0,2023,MUNICIPIO DE SAO LEOPOLDO,N,M,2023
2023-11-14T09:59:14,2023-05-19T21:18:42,92242080000100,2406,30012489.516,2023,UNIVERSIDADE FEDERAL DE PELOTAS,E,F,2023
2023-11-20T16:39:59,2023-05-19T20:35:57,92969856000198,1058,368463006.0525,2023,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,E,F,2023
2023-08-01T14:55:38,2023-07-28T15:58:42,10203387000137,54,54410.0,2023,INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO DISTRITO FEDERAL,E,D,2023
2023-12-12T14:06:05,2023-05-19T22:26:59,10635424000186,1625,31607505.78,2023,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA CATARINENSE,E,F,2023
2023-12-30T12:25:43,2023-05-19T22:31:51,10673078000120,3390,70127854.8368,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MATO GROSSO DO SUL",E,F,2023
2023-12-29T15:51:54,2023-05-19T22:23:23,10723648000140,2513,86600775.2122,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",E,F,2023
2024-01-15T13:53:10,2023-05-19T19:47:17,10724903000179,9243,172153013.4073,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA BAIANO",E,F,2023
2023-12-27T16:03:14,2023-05-19T22:03:20,10727655000110,3422,137692221.9275,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",E,F,2023
2023-12-15T11:12:37,2023-05-19T19:56:59,10728444000100,11334,155327832.8558,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SERGIPE",E,F,2023
2023-11-03T19:48:10,2023-05-19T19:48:20,10729992000146,1253,39733663.3274,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIO-GRANDENSE - RS",E,F,2023
2023-11-23T15:51:41,2023-05-19T22:31:20,10742006000198,272,69600686.13,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO TOCANTINS",E,F,2023
2024-01-04T09:44:04,2023-05-19T22:32:39,10744098000145,9933,1852103261.9093,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA",E,F,2023
2023-12-30T18:58:38,2023-05-19T22:08:16,10764307000112,4389,99654326.3196,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",E,F,2023
2023-12-13T18:08:56,2023-05-19T22:42:06,10817343000105,388,53071116.02,2023,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DE RONDONIA",E,F,2023
2023-07-31T17:49:37,2023-07-25T10:29:07,10824367000183,62,1604268.79,2023,INSTITUTO DE DEFESA DO CONSUMIDOR DO DISTRITO FEDERAL - PROCON-DF,E,D,2023
2023-12-30T15:15:15,2023-05-19T22:43:10,10870883000144,3520,237987197.5164,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS",E,F,2023
2023-12-22T11:12:03,2023-05-19T20:00:46,10877412000168,4338,161968477.4408,2023,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",E,F,2023
2023-12-28T10:19:47,2023-05-20T05:05:28,10898596000142,654,4546744007.651,2023,INSTITUTO BRASILEIRO DE MUSEUS - IBRAM,E,F,2023
2023-11-28T10:37:12,2023-05-19T22:46:08,10918674000123,617,17633370.29,2023,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO ACRE",E,F,2023
2024-02-09T11:05:06,2024-02-09T11:05:06,11080085000181,208,967050.96,2023,ADMINISTRACAO REGIONAL DE VICENTE PIRES - RA XXX,E,D,2023
2023-11-16T15:45:22,2023-05-20T00:30:58,11118393000159,760,24695700.39,2023,UNIVERSIDADE FEDERAL DO OESTE DO PARA,E,F,2023
2023-12-18T13:57:59,2023-05-20T00:33:05,11234780000150,875,72477942.5966,2023,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,E,F,2023
2023-12-29T12:46:47,2023-12-29T12:46:47,11296584000100,3,95379.35,2023,FUNDO DE RESERVA PARA ACOES DE INTELIGENCIA,E,E,2023
2023-11-14T13:53:14,2023-11-14T13:50:39,11729421000174,2208,1841709060.15,2023,INSTITUTO DA MULHER,E,E,2023
2023-07-31T15:04:44,2023-07-25T10:40:15,12219624000183,275,18089867.1,2023,DEFENSORIA PUBLICA DO DISTRITO FEDERAL,E,D,2023
2023-08-22T17:42:48,2023-07-25T10:42:45,16730568000106,465,6042055.92,2023,ADMINISTRACAO REGIONAL DE CANDANGOLANDIA,E,D,2023
2023-08-02T15:42:49,2023-07-25T10:48:05,16783043000120,330,3619572.65,2023,ADMINISTRACAO REGIONAL DO RIACHO FUNDO I,E,D,2023
2023-12-12T16:48:21,2023-12-12T16:48:21,16834893000100,717,53176414.63,2023,AGENCIA DE DEFESA  AGROPECUARIA E FLORESTAL DO ESTADO DO AMAZONAS,E,E,2023
2023-12-22T14:11:15,2023-05-19T20:14:34,16888315000157,1633,43019476.4901,2023,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,E,F,2023
2023-07-31T19:30:48,2023-07-25T12:11:16,17122595000150,71,319930.5,2023,ADMINISTRACAO REGIONAL DA FERCAL,E,D,2023
2024-02-01T23:01:17,2024-02-01T23:01:17,18303222000149,1,1000.0,2023,MUNICIPIO DE SANTO ANTONIO DO ITAMBE,N,M,2023
2023-12-05T13:12:14,2023-12-05T13:12:14,18342721000145,37,2144466.62,2023,FUNDO ESTADUAL DE REGULARIZACAO FUNDIARIA - FERF,E,E,2023
2023-11-03T19:48:10,2023-05-20T00:52:43,18560547000107,1039,53539893.51,2023,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,E,F,2023
2023-11-23T09:06:53,2023-05-20T00:52:31,18621825000199,349,21713622.29,2023,UNIVERSIDADE FEDERAL DO CARIRI-UFCA,E,F,2023
2023-12-22T13:31:43,2023-05-20T00:50:10,18641263000145,2113,44275350.39,2023,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,E,F,2023
2023-11-14T14:58:56,2023-11-14T14:58:56,19371471000134,671,30158230.63,2023,CASA CIVIL,E,E,2023
2023-12-29T14:29:10,2023-12-29T14:29:10,19242378000120,1,1100000.0,2023,FUNDO ESTADUAL DE RECURSOS HIDRICOS - FERH/AM,E,E,2023
2023-12-07T10:50:20,2023-12-07T10:50:20,19477848000134,177,10030791.45,2023,PROCURADORIA GERAL DO ESTADO DO AMAZONAS,E,E,2023
2023-12-27T13:52:06,2023-12-27T13:52:06,15537180000112,3,1657422.63,2023,FUNDO MUNICIPAL DE ATENDIMENTO A CRIANCA E AO ADOLESCENTE DE ITAJAI,E,M,2023
2023-12-27T13:44:11,2023-12-27T13:44:11,15537199000169,159,54354393.64,2023,FUNDO MUNICIPAL DE TURISMO DE ITAJAI,E,M,2023
2023-07-26T16:13:50,2023-07-26T16:13:50,15931682000123,412,654069.6,2023,ADMINISTRACAO REGIONAL DE SOBRADINHO,E,D,2023
2023-07-28T10:24:56,2023-07-21T12:27:18,16597211000193,34,235903.76,2023,ADMINISTRACAO REGIONAL DE SANTA MARIA,E,D,2023
2023-07-27T14:10:11,2023-07-25T11:29:26,16673858000157,251,787007.72,2023,ADMINISTRACAO REGIONAL DO CRUZEIRO,E,D,2023
2023-07-27T18:01:35,2023-07-25T11:32:19,16678175000192,84,451791.0,2023,ADMINISTRACAO REGIONAL DO PARANOA,E,D,2023
2023-07-28T15:44:30,2023-07-25T11:25:18,16724782000141,143,5875704.0,2023,ADMINISTRACAO REGIONAL DO GUARA,E,D,2023
2023-08-11T19:09:22,2023-07-25T10:55:15,16883678000108,40,795547.37,2023,ADMINISTRACAO REGIONAL DO LAGO NORTE,E,D,2023
2024-01-04T10:54:21,2023-05-19T19:56:27,17217985000104,12260,531945436.5434,2023,UNIVERSIDADE FEDERAL DE MINAS GERAIS,E,F,2023
2023-12-26T17:04:40,2023-05-19T20:04:55,17220203000196,1592,184833015.4536,2023,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS,E,F,2023
2023-12-29T11:35:28,2023-05-20T00:51:24,18657063000180,2253,46165366.5,2023,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA - UNIFESSPA,E,F,2023
2023-10-17T15:38:33,2023-10-17T15:38:33,46523023000181,1,15000.0,2023,MUNICIPIO DE CAJAMAR,N,M,2023
2023-11-09T15:00:12,2023-11-09T15:00:07,46634051000176,1509,37869825.2185,2023,MUNICIPIO DE VOTORANTIM,N,M,2023
2024-01-04T12:01:37,2024-01-04T11:29:34,46634614000126,1080,55443083.57,2023,MUNICIPIO DE CERQUILHO,N,M,2023
2023-11-03T19:48:10,2023-05-20T05:22:36,49781479000130,1,40000.0,2023,CONSELHO REGIONAL DE FISIOTERAPIA E TERAPIA OCUPACIONAL DA 3 REGIAO,E,F,2023
2024-01-25T14:31:58,2024-01-25T14:31:58,49898497000104,130,609386.55,2023,CAMARA MUNICIPAL DE MARACAI,L,M,2023
2023-12-29T09:46:08,2023-05-19T20:09:06,60453032000174,505,31565909.06,2023,UNIVERSIDADE FEDERAL DE SAO PAULO,E,F,2023
2023-11-03T19:48:10,2023-10-26T11:56:32,62428073000136,1,72000.0,2023,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",E,F,2023
2023-11-22T12:46:55,2023-11-22T12:44:49,63656292000135,2044,428888480.76,2023,POLICIA MILITAR DO ESTADO DO AMAZONAS,E,E,2023
2023-12-18T15:34:06,2023-12-18T15:28:42,63678320000115,3776,195761411.87,2023,FUNDACAO HOSPITALAR DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,E,E,2023
2023-02-17T10:28:00,2023-02-17T10:28:00,69727899000145,75,2035999.9298,2023,MUNICIPIO DE TABULEIRO DO NORTE - CAMARA MUNICIPAL,L,M,2023
2023-11-03T19:48:10,2023-05-20T05:09:49,73757494000127,24,1569445.98,2023,CONSELHO REGIONAL DE MEDICINA DO ESTADO DE SERGIPE,E,F,2023
2023-05-22T10:03:14,2023-05-22T10:03:14,75741330000137,111,73763564.93,2023,MUNICIPIO DE IVAIPORA,N,M,2023
2023-12-27T13:33:46,2023-12-27T13:33:18,83102277000152,3235,474688176.29,2023,MUNICIPIO DE ITAJAI,N,M,2023
2023-12-27T13:39:18,2023-12-27T13:39:18,83820894000193,97,15483052.53,2023,FUNDACAO GENESIO MIRANDA LINS,E,M,2023
2023-11-03T19:48:10,2023-07-04T20:21:23,83899526000182,2002,55830371.07,2023,UNIVERSIDADE FEDERAL DE SANTA CATARINA,E,F,2023
2023-12-07T14:44:09,2023-12-07T14:44:09,84664796000177,419,4226910.82,2023,FUNDACAO TELEVISAO E RADIO CULTURA DO AMAZONAS,E,E,2023
2023-12-18T16:13:42,2023-07-06T12:06:34,87934675000196,14,23760.0,2023,ESTADO DO RIO GRANDE DO SUL,N,E,2023
2023-10-24T12:14:03,2023-10-24T12:14:03,91551119000108,17,792319.6,2023,CAMARA MUNICIPAL DE ALEGRETE,L,M,2023
2023-08-30T15:13:10,2023-08-30T15:13:10,92465228000175,206,12597941.33,2023,MUNICIPIO DE ALEGRIA,N,M,2023
2023-11-03T19:48:10,2023-05-19T21:09:36,92967595000177,50,13540632.21,2023,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,E,F,2023
2023-11-03T19:48:10,2023-05-19T21:14:00,94877586000110,877,165780527.62,2023,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,E,F,2023
2023-11-03T19:48:10,2023-05-19T20:48:55,95591764000105,460,73055035.815,2023,UNIVERSIDADE FEDERAL DE SANTA MARIA,E,F,2023
2023-02-17T10:14:36,2023-02-17T10:14:36,12483558000154,48,1550241.0,2023,MUNICIPIO DE AURORA - CAMARA MUNICIPAL,L,M,2023
2023-11-03T19:48:10,2023-05-20T05:20:52,13802028000194,104,5622158.0054,2023,SUPERINTENDENCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,E,F,2023
2023-11-03T19:48:10,2023-05-30T12:34:48,14895272000101,9,568123.6,2023,CONSELHO DE ARQUITETURA E URBANISMO DE SANTA CATARINA,E,F,2023
2023-12-13T16:03:41,2023-05-20T05:23:53,15412257000128,958,75722794.5,2023,ESTADO DE MATO GROSSO DO SUL,N,E,2023
2023-12-29T16:40:00,2023-05-19T21:26:23,15461510000133,4501,150252733.5821,2023,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,E,F,2023
2023-05-07T17:11:53,2023-05-07T17:11:53,16434441000131,2,6050.0,2023,MUNICIPIO DE LAGEDO DO TABOCAL,N,M,2023
2023-11-17T17:12:10,2023-05-20T03:23:48,42521088000137,89,36581204.91,2023,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,E,F,2023
2023-11-22T14:40:38,2023-11-22T14:40:38,45152139000199,352,135021174.13,2023,MUNICIPIO DE NOVO HORIZONTE,N,M,2023
2023-12-04T18:51:15,2023-05-19T21:21:32,45358058000140,158,106813788.75,2023,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,E,F,2023
